,Kingdom,Phylum,Class,Order,Family,Genus,Species,KOK17031_Con_20um_A,KOK17031_Con_20um_B,KOK17031_Con_20um_C,KOK17031_Part_20um_A,KOK17031_Part_20um_B,KOK17031_Part_20um_C,KOK17031_Con_2um_A,KOK17031_Con_2um_B,KOK17031_Con_2um_C,KOK17031_Part_2um_A,KOK17031_Part_2um_B,KOK17031_Part_2um_C,KOK17031_Con_0point2um_A,KOK17031_Con_0point2um_B,KOK17031_Con_0point2um_C,KOK17031_Part_0point2um_A,KOK17031_Part_0point2um_B,KOK17031_Part_0point2um_C,KOK17032_Con_20um_A,KOK17032_Con_20um_B,KOK17032_Con_20um_C,KOK17032_Part_20um_A,KOK17032_Part_20um_B,KOK17032_Part_20um_C,KOK17032_Con_2um_A,KOK17032_Con_2um_B,KOK17032_Con_2um_C,KOK17032_Part_2um_A,KOK17032_Part_2um_B,KOK17032_Part_2um_C,KOK17032_Con_0point2um_A,KOK17032_Con_0point2um_B,KOK17032_Con_0point2um_C,KOK17032_Part_0point2um_A,KOK17032_Part_0point2um_B,KOK17032_Part_0point2um_C,HOT291_Con_20um_A,HOT291_Con_20um_B,HOT291_Con_20um_C,HOT291_Part_20um_A,HOT291_Part_20um_B,HOT291_Part_20um_C,HOT291_Con_2um_A,HOT291_Con_2um_B,HOT291_Con_2um_C,HOT291_Part_2um_A,HOT291_Part_2um_B,HOT291_Part_2um_C,HOT291_Con_0point2um_A,HOT291_Con_0point2um_B,HOT291_Con_0point2um_C,HOT291_Part_0point2um_A,HOT291_Part_0point2um_B,HOT291_Part_0point2um_C,HOT292_Con_20um_A,HOT292_Con_20um_B,HOT292_Con_20um_C,HOT292_Part_20um_A,HOT292_Part_20um_B,HOT292_Part_20um_C,HOT292_Con_2um_A,HOT292_Con_2um_B,HOT292_Con_2um_C,HOT292_Part_2um_A,HOT292_Part_2um_B,HOT292_Part_2um_C,HOT292_Con_0point2um_A,HOT292_Con_0point2um_B,HOT292_Con_0point2um_C,HOT292_Part_0point2um_A,HOT292_Part_0point2um_B,HOT292_Part_0point2um_C
ASV_4675,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aestuariicoccus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000223464,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0.000111732,0,0
ASV_4677,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0.000111732,0
ASV_4678,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA,0.001899441,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000223464,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0.000111732,0.000111732,0.000223464,0,0,0,0,0,0
ASV_4679,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Reichenbachiella,NA,0.000446927,0,0,0.000223464,0,0.000111732,0,0,0,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0.000782123,0,0.000111732,0.000335196,0,0,0,0.000111732,0,0.000223464,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4680,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,NA,0.000111732,0,0,0.000446927,0,0.000446927,0,0,0.000558659,0.000223464,0,0.000223464,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0
ASV_4681,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,vulgatus,0,0.001005587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4682,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA,0,0,0,0.000223464,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000335196,0,0,0,0,0.000111732,0.000111732,0.000335196,0,0,0,0,0,0
ASV_4684,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,NA,NA,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0.000223464,0,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4685,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000223464,0,0,0,0,0,0.000111732,0,0,0,0,0.000335196,0.000111732,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0
ASV_4686,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,sediminis,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0.000223464,0,0.000223464,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000223464,0,0.000111732,0,0,0,0,0.000111732,0
ASV_4687,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA,0,0,0,0,0,0,0.000223464,0,0.000223464,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0
ASV_4688,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0
ASV_4689,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata_or,Thermoplasmata_fa,Marine_Group_III,NA,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0.000111732,0,0,0,0,0
ASV_4690,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0,0,0,0,0,0,0.000111732,0,0.000223464,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000111732
ASV_4691,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade,NA,0,0,0,0,0,0,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0.000223464,0,0,0,0,0,0.000111732,0
ASV_4692,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000223464,0,0.000111732,0.000335196,0,0.000223464,0,0,0,0,0.000111732,0,0,0.000335196,0,0,0,0,0,0,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4693,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0.000111732
ASV_4694,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0
ASV_4695,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000446927,0.000335196,0.000335196,0,0,0,0,0.000111732,0.000111732,0,0,0
ASV_4696,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4697,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0
ASV_4698,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003128492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0
ASV_4699,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0.000223464,0.000111732,0.000111732,0,0,0.000223464,0.000111732
ASV_4701,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0.000111732,0,0.000111732,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4702,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4703,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001564246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4705,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000111732,0,0,0,0.000223464,0,0.000223464,0,0,0
ASV_4706,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000111732,0.000111732,0,0.000111732
ASV_4707,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata_or,Thermoplasmata_fa,Marine_Group_III,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0.000111732,0,0,0.000223464,0,0,0,0.000111732,0.000111732,0.000335196,0,0,0,0.000111732
ASV_4708,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0,0,0,0,0,0,0.001117318,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0
ASV_4709,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Maricurvus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335196,0.000111732,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659
ASV_4710,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000446927,0.000558659,0,0,0,0.000335196,0.000446927,0.000111732,0,0,0,0,0.000111732,0
ASV_4713,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA,0.000893855,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4715,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0.000558659,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4718,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA,0,0,0,0.000335196,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0.000446927,0.000782123,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0
ASV_4719,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,NA,0,0,0,0.000111732,0,0,0,0.000335196,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.001899441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4720,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0.000223464,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0
ASV_4721,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,NA,NA,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0.000893855,0,0,0.000111732,0,0,0,0,0,0,0
ASV_4722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0.000223464,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4723,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000111732,0.000111732,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4724,Bacteria,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.000111732,0,0.000670391,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000446927,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0.000111732,0,0,0,0,0,0,0,0
ASV_4725,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.001117318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4726,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000223464,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4727,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000111732,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0.000558659,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0
ASV_4729,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Fangia,NA,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000670391,0.000111732,0.001005587,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4730,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,NA,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000223464,0,0,0,0.000335196,0.000446927,0.000223464,0,0,0,0.000111732,0.000111732,0
ASV_4731,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0.000111732,0,0,0,0.000335196,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000111732,0,0.000111732
ASV_4732,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0
ASV_4733,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000782123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4734,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.002122905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0
ASV_4735,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0
ASV_4736,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0
ASV_4737,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0.000558659,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0
ASV_4738,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0.000111732,0,0.000111732,0.000111732,0,0.000111732,0,0.000223464,0
ASV_4739,Bacteria,NB1-j,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0.000111732,0.000335196,0,0,0,0,0.000111732,0,0,0,0
ASV_4740,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0,0,0,0,0,0,0
